person_age,person_income,person_home_ownership,person_emp_length,loan_intent,loan_grade,loan_amnt,loan_int_rate,loan_status,loan_percent_income,cb_person_default_on_file,cb_person_cred_hist_length
33,127130,RENT,1,DEBTCONSOLIDATION,F,20000,15.54,1,0.16,N,17
51,38887,MORTGAGE,5,DEBTCONSOLIDATION,F,30000,7.41,0,0.77,Y,14
56,55360,OTHER,12,EDUCATION,D,30000,19.77,1,0.54,N,17
44,70181,OWN,3,PERSONAL,B,20000,14.04,0,0.28,N,19
35,88617,RENT,6,HOMEIMPROVEMENT,B,15000,10.27,0,0.17,N,25
49,56947,RENT,3,EDUCATION,A,15000,7.25,0,0.26,N,9
28,35466,MORTGAGE,6,MEDICAL,D,3000,10.94,0,0.08,N,25
25,54693,RENT,14,MEDICAL,C,10000,16.28,1,0.18,Y,19
49,39749,RENT,5,MEDICAL,C,5000,11.16,0,0.13,N,14
24,55520,MORTGAGE,7,EDUCATION,C,30000,8.94,1,0.54,N,26
32,110644,RENT,5,MEDICAL,C,35000,14.24,0,0.32,N,28
22,71536,MORTGAGE,6,MEDICAL,C,15000,11.69,0,0.21,N,8
47,54356,MORTGAGE,0,DEBTCONSOLIDATION,E,25000,7.65,1,0.46,Y,29
51,70915,OWN,3,MEDICAL,A,3000,7.46,0,0.04,N,22
56,73499,OWN,5,PERSONAL,E,20000,16.32,1,0.27,N,24
56,28597,MORTGAGE,8,PERSONAL,B,25000,20.59,1,0.87,N,25
46,50054,MORTGAGE,5,EDUCATION,D,10000,8.73,0,0.2,N,26
63,176533,MORTGAGE,4,HOMEIMPROVEMENT,F,5000,17.37,1,0.03,N,19
47,89896,OWN,5,DEBTCONSOLIDATION,B,30000,6.4,0,0.33,Y,7
25,38111,RENT,3,PERSONAL,A,25000,11.11,0,0.66,Y,10
40,36257,OWN,15,PERSONAL,B,30000,13.11,0,0.83,N,7
31,35658,RENT,6,VENTURE,B,30000,9.3,0,0.84,N,19
30,75596,RENT,0,MEDICAL,D,35000,13.47,1,0.46,N,18
60,109515,RENT,0,EDUCATION,A,5000,19.12,0,0.05,N,13
58,65583,MORTGAGE,15,PERSONAL,A,2000,20.11,0,0.03,Y,4
26,53028,RENT,2,HOMEIMPROVEMENT,D,7500,6.61,0,0.14,N,28
28,39258,MORTGAGE,12,EDUCATION,C,3000,9.35,0,0.08,N,6
43,57796,OWN,0,PERSONAL,C,15000,20.67,0,0.26,N,8
46,32530,RENT,15,EDUCATION,C,20000,9.33,0,0.61,Y,11
63,18622,MORTGAGE,14,EDUCATION,D,15000,16.08,1,0.81,N,11
32,111125,RENT,7,VENTURE,A,5000,9.06,0,0.04,Y,20
46,29646,MORTGAGE,0,MEDICAL,C,35000,10.7,1,1.18,N,26
33,41671,MORTGAGE,3,HOMEIMPROVEMENT,E,1000,8.06,0,0.02,N,27
60,68062,RENT,5,PERSONAL,B,10000,18.7,0,0.15,N,29
38,100431,OTHER,6,MEDICAL,D,25000,19.12,0,0.25,N,5
45,55746,MORTGAGE,3,PERSONAL,E,25000,9.75,1,0.45,N,11
53,26987,OWN,0,DEBTCONSOLIDATION,E,10000,18.18,1,0.37,N,19
60,42164,MORTGAGE,8,EDUCATION,D,1000,10.73,1,0.02,Y,4
63,34917,OWN,6,PERSONAL,D,20000,6.58,1,0.57,N,22
32,48093,RENT,3,DEBTCONSOLIDATION,D,2000,17.13,1,0.04,Y,4
64,90761,RENT,0,EDUCATION,D,2000,14.54,1,0.02,N,6
56,13784,MORTGAGE,15,HOMEIMPROVEMENT,C,20000,9.39,0,1.45,N,17
24,39906,OWN,6,MEDICAL,B,7500,9.05,0,0.19,N,21
25,38483,RENT,10,EDUCATION,B,10000,20.61,0,0.26,Y,14
57,26150,OWN,5,VENTURE,B,15000,18.8,1,0.57,N,12
28,65692,RENT,0,EDUCATION,B,35000,17.96,1,0.53,N,27
62,24161,RENT,3,VENTURE,C,35000,7.05,0,1.45,N,14
48,25592,RENT,4,PERSONAL,F,10000,17.08,1,0.39,N,20
51,75021,MORTGAGE,13,EDUCATION,F,7500,8.43,0,0.1,N,29
29,103806,OWN,9,HOMEIMPROVEMENT,D,7500,20.64,0,0.07,Y,7
49,47190,RENT,3,VENTURE,F,7500,5.83,0,0.16,N,25
34,26670,MORTGAGE,15,PERSONAL,F,15000,10.63,1,0.56,N,14
60,34448,RENT,4,MEDICAL,E,20000,11.86,1,0.58,N,29
61,81145,MORTGAGE,15,EDUCATION,A,15000,18.19,0,0.18,N,5
42,51959,RENT,15,VENTURE,C,10000,17.26,0,0.19,N,26
31,46605,MORTGAGE,2,DEBTCONSOLIDATION,C,5000,11.0,0,0.11,Y,23
43,57326,MORTGAGE,4,EDUCATION,A,15000,14.05,0,0.26,N,6
21,48106,MORTGAGE,6,PERSONAL,E,10000,18.37,1,0.21,N,20
57,106176,RENT,9,PERSONAL,A,15000,5.29,0,0.14,N,6
41,33705,RENT,6,MEDICAL,B,20000,17.83,1,0.59,N,22
46,31825,MORTGAGE,15,DEBTCONSOLIDATION,A,20000,20.15,1,0.63,N,15
56,24545,OWN,10,EDUCATION,C,15000,5.51,0,0.61,N,29
43,37421,OWN,2,MEDICAL,C,15000,5.73,0,0.4,N,29
21,28396,OWN,1,EDUCATION,D,7500,10.51,0,0.26,Y,5
60,54668,OWN,9,MEDICAL,B,1000,6.4,0,0.02,N,13
35,49536,RENT,2,MEDICAL,C,20000,12.67,1,0.4,N,7
41,28579,RENT,11,DEBTCONSOLIDATION,D,5000,16.66,1,0.17,N,20
29,65812,RENT,4,DEBTCONSOLIDATION,D,20000,14.07,0,0.3,N,11
29,104653,RENT,4,EDUCATION,B,25000,8.14,0,0.24,N,2
30,58625,MORTGAGE,0,DEBTCONSOLIDATION,A,35000,15.48,1,0.6,Y,24
46,13742,OWN,9,VENTURE,A,35000,15.96,0,2.55,N,24
61,132397,RENT,1,MEDICAL,D,1000,19.92,1,0.01,N,29
55,71215,MORTGAGE,11,EDUCATION,B,35000,7.35,0,0.49,Y,17
45,130380,MORTGAGE,6,EDUCATION,A,20000,16.08,0,0.15,N,5
46,84572,MORTGAGE,11,MEDICAL,B,20000,19.58,0,0.24,N,10
31,93457,RENT,7,DEBTCONSOLIDATION,D,1000,13.03,1,0.01,N,29
58,54319,MORTGAGE,1,PERSONAL,C,30000,10.79,1,0.55,Y,19
22,42995,RENT,10,HOMEIMPROVEMENT,C,3000,7.73,0,0.07,N,18
27,59085,OWN,0,DEBTCONSOLIDATION,D,30000,18.87,1,0.51,N,16
38,34392,OWN,6,MEDICAL,A,1000,11.31,0,0.03,Y,20
47,60897,RENT,2,DEBTCONSOLIDATION,B,20000,19.8,0,0.33,N,8
54,13181,RENT,10,EDUCATION,B,10000,18.56,0,0.76,N,26
47,50084,MORTGAGE,15,EDUCATION,B,5000,11.03,0,0.1,N,19
37,96022,MORTGAGE,7,VENTURE,E,2000,14.18,0,0.02,N,7
63,51387,RENT,6,MEDICAL,C,10000,5.43,0,0.19,N,20
64,116278,OWN,10,MEDICAL,D,3000,9.21,0,0.03,N,22
44,42964,RENT,0,VENTURE,B,15000,16.36,0,0.35,N,13
45,80928,RENT,15,DEBTCONSOLIDATION,B,20000,15.85,0,0.25,N,26
27,31598,MORTGAGE,2,MEDICAL,B,30000,10.65,0,0.95,N,4
26,79298,RENT,15,MEDICAL,D,20000,17.94,1,0.25,N,2
44,55066,RENT,10,PERSONAL,B,2000,8.77,0,0.04,N,6
53,43919,MORTGAGE,11,VENTURE,C,7500,12.38,0,0.17,Y,2
49,13535,RENT,9,MEDICAL,D,7500,12.56,1,0.55,N,9
63,43166,MORTGAGE,6,HOMEIMPROVEMENT,F,35000,10.45,1,0.81,N,8
42,54542,OTHER,7,VENTURE,B,30000,20.27,1,0.55,N,16
46,74187,OWN,0,VENTURE,A,10000,16.15,0,0.13,N,12
48,106988,RENT,8,HOMEIMPROVEMENT,B,2000,13.63,0,0.02,N,19
41,135607,RENT,8,HOMEIMPROVEMENT,D,30000,13.17,0,0.22,N,15
27,91412,MORTGAGE,15,EDUCATION,B,30000,7.55,0,0.33,Y,28
37,37010,MORTGAGE,6,EDUCATION,C,30000,10.95,0,0.81,Y,10
40,42091,OWN,0,DEBTCONSOLIDATION,C,30000,15.76,1,0.71,Y,6
61,70930,MORTGAGE,3,HOMEIMPROVEMENT,B,15000,19.79,0,0.21,Y,24
40,63564,RENT,9,VENTURE,A,3000,18.06,0,0.05,N,5
42,110655,MORTGAGE,3,PERSONAL,B,15000,9.81,0,0.14,N,13
48,169345,OWN,3,VENTURE,B,15000,11.94,0,0.09,N,2
60,152297,OWN,12,MEDICAL,B,15000,6.33,0,0.1,N,25
27,103462,RENT,7,HOMEIMPROVEMENT,C,15000,6.63,0,0.14,N,14
21,63828,MORTGAGE,6,PERSONAL,D,5000,12.52,0,0.08,N,2
52,96245,RENT,4,HOMEIMPROVEMENT,A,10000,13.48,0,0.1,N,4
33,112501,MORTGAGE,10,PERSONAL,C,10000,9.22,0,0.09,N,23
50,45540,RENT,3,HOMEIMPROVEMENT,B,3000,15.28,0,0.07,Y,9
43,37559,OWN,10,MEDICAL,D,10000,16.25,1,0.27,N,25
39,33399,MORTGAGE,0,DEBTCONSOLIDATION,E,30000,9.79,1,0.9,N,19
52,31628,OWN,14,HOMEIMPROVEMENT,E,30000,17.13,0,0.95,N,26
50,24563,OTHER,6,VENTURE,B,10000,8.29,0,0.41,N,17
49,55545,RENT,5,VENTURE,C,15000,13.71,0,0.27,N,21
49,29736,MORTGAGE,8,EDUCATION,D,1000,17.87,0,0.03,Y,21
50,33131,OWN,8,PERSONAL,A,20000,13.59,0,0.6,N,17
36,69607,MORTGAGE,1,HOMEIMPROVEMENT,C,10000,19.53,0,0.14,N,3
60,53680,MORTGAGE,10,MEDICAL,E,10000,5.94,0,0.19,N,18
39,60767,RENT,3,DEBTCONSOLIDATION,B,30000,14.41,0,0.49,N,11
38,97010,MORTGAGE,15,VENTURE,C,15000,13.99,0,0.15,Y,8
21,75528,RENT,12,MEDICAL,D,1000,15.57,0,0.01,N,28
34,104761,MORTGAGE,4,MEDICAL,A,5000,18.33,0,0.05,N,11
22,51020,RENT,12,PERSONAL,B,15000,16.61,0,0.29,N,20
48,109742,RENT,4,EDUCATION,B,10000,17.64,0,0.09,Y,21
50,58680,RENT,1,HOMEIMPROVEMENT,A,30000,9.62,0,0.51,N,28
58,53335,RENT,15,DEBTCONSOLIDATION,B,15000,11.2,0,0.28,Y,10
24,101799,MORTGAGE,9,MEDICAL,B,20000,15.03,0,0.2,N,23
21,31695,RENT,5,MEDICAL,B,15000,13.86,0,0.47,N,18
28,134834,RENT,5,VENTURE,C,10000,20.38,0,0.07,N,10
49,42571,MORTGAGE,4,PERSONAL,C,10000,7.99,0,0.23,N,10
59,26660,MORTGAGE,15,MEDICAL,A,10000,10.62,0,0.38,Y,6
23,67965,MORTGAGE,1,PERSONAL,B,15000,14.16,1,0.22,N,25
52,40592,OWN,4,DEBTCONSOLIDATION,A,5000,18.89,0,0.12,Y,8
30,134982,RENT,6,EDUCATION,B,30000,19.87,0,0.22,N,12
30,39480,RENT,6,MEDICAL,B,7500,10.38,0,0.19,Y,9
39,57366,RENT,6,HOMEIMPROVEMENT,D,3000,6.07,0,0.05,N,26
54,24033,OWN,2,EDUCATION,B,2000,11.75,0,0.08,N,15
53,73604,MORTGAGE,1,HOMEIMPROVEMENT,B,1000,11.31,0,0.01,N,3
43,33233,RENT,3,MEDICAL,D,10000,20.78,0,0.3,N,11
48,69332,RENT,15,EDUCATION,C,5000,11.9,0,0.07,N,22
52,39570,MORTGAGE,1,EDUCATION,C,1000,9.89,0,0.03,N,25
27,17615,RENT,10,EDUCATION,E,15000,10.85,1,0.85,N,17
49,52344,MORTGAGE,10,EDUCATION,B,20000,11.35,0,0.38,N,17
28,51185,OWN,12,EDUCATION,F,2000,18.14,1,0.04,N,20
21,76155,MORTGAGE,14,MEDICAL,E,15000,6.3,1,0.2,N,28
23,106723,OWN,3,EDUCATION,B,25000,10.06,0,0.23,N,12
44,127542,RENT,2,VENTURE,E,35000,20.46,1,0.27,N,7
43,75514,MORTGAGE,6,DEBTCONSOLIDATION,D,20000,7.45,0,0.26,Y,7
28,56348,OWN,3,HOMEIMPROVEMENT,F,5000,16.88,1,0.09,N,8
57,24012,MORTGAGE,10,PERSONAL,D,25000,10.7,0,1.04,N,17
23,54231,MORTGAGE,8,HOMEIMPROVEMENT,D,20000,14.31,1,0.37,N,14
53,54582,MORTGAGE,14,EDUCATION,A,5000,6.59,0,0.09,N,28
48,44386,OWN,1,EDUCATION,C,30000,9.9,0,0.68,N,4
28,67270,RENT,15,MEDICAL,B,10000,13.01,0,0.15,N,25
54,85901,RENT,3,DEBTCONSOLIDATION,B,35000,8.71,0,0.41,N,25
55,32558,RENT,6,HOMEIMPROVEMENT,F,25000,13.67,0,0.77,N,10
52,32305,OWN,5,VENTURE,A,20000,8.52,0,0.62,N,25
44,45722,OWN,10,PERSONAL,D,25000,15.4,1,0.55,N,4
34,36040,RENT,5,VENTURE,B,15000,19.47,0,0.42,Y,7
52,21576,RENT,15,EDUCATION,A,15000,6.37,0,0.7,Y,26
63,29783,OWN,15,PERSONAL,C,30000,8.47,0,1.01,N,18
36,26471,RENT,14,PERSONAL,B,20000,18.51,1,0.76,N,4
24,89699,RENT,0,EDUCATION,F,30000,15.1,1,0.33,N,3
57,114853,RENT,13,EDUCATION,B,30000,6.26,0,0.26,N,13
41,28347,RENT,11,DEBTCONSOLIDATION,B,35000,12.78,1,1.23,N,25
34,64410,MORTGAGE,1,PERSONAL,A,25000,8.36,1,0.39,N,7
51,75868,RENT,1,MEDICAL,B,15000,8.19,0,0.2,N,11
38,23245,MORTGAGE,1,PERSONAL,A,3000,20.05,0,0.13,N,12
27,53129,OWN,0,HOMEIMPROVEMENT,C,25000,17.18,0,0.47,N,17
30,173990,RENT,7,PERSONAL,C,7500,16.14,0,0.04,N,28
27,68773,RENT,15,EDUCATION,A,7500,8.82,0,0.11,Y,17
53,43362,OWN,5,PERSONAL,B,5000,6.9,0,0.12,N,25
43,37045,MORTGAGE,7,VENTURE,E,30000,18.93,1,0.81,N,19
41,17832,RENT,15,EDUCATION,C,30000,5.09,0,1.68,N,28
39,62021,RENT,3,MEDICAL,C,20000,11.21,0,0.32,N,23
39,129820,RENT,13,PERSONAL,D,15000,9.44,0,0.12,Y,24
56,32637,MORTGAGE,7,PERSONAL,D,20000,14.13,1,0.61,N,25
49,18624,RENT,7,MEDICAL,D,20000,9.01,0,1.07,N,10
38,35167,MORTGAGE,4,VENTURE,E,10000,9.98,0,0.28,N,22
22,76175,RENT,7,HOMEIMPROVEMENT,B,10000,18.6,0,0.13,N,28
21,39566,OWN,0,HOMEIMPROVEMENT,A,10000,14.65,0,0.25,N,20
25,32525,RENT,10,VENTURE,B,20000,7.33,0,0.61,N,3
40,49492,MORTGAGE,3,PERSONAL,E,20000,16.62,1,0.4,N,25
31,54986,RENT,14,DEBTCONSOLIDATION,A,10000,8.32,0,0.18,N,2
62,24484,RENT,4,DEBTCONSOLIDATION,C,35000,11.93,0,1.43,N,27
22,43974,MORTGAGE,1,DEBTCONSOLIDATION,D,2000,15.35,1,0.05,Y,17
23,38229,MORTGAGE,9,EDUCATION,C,10000,9.35,0,0.26,N,23
43,35580,MORTGAGE,2,EDUCATION,B,10000,11.15,0,0.28,N,19
32,29480,MORTGAGE,10,HOMEIMPROVEMENT,B,1000,16.75,0,0.03,N,4
40,78482,RENT,15,HOMEIMPROVEMENT,A,10000,20.01,0,0.13,N,25
25,35518,MORTGAGE,11,VENTURE,B,7500,13.47,0,0.21,N,2
57,18079,RENT,0,HOMEIMPROVEMENT,A,15000,5.16,0,0.83,N,7
58,55946,RENT,8,DEBTCONSOLIDATION,D,7500,10.42,0,0.13,N,20
50,70445,MORTGAGE,9,PERSONAL,E,25000,11.38,0,0.35,Y,23
29,32925,OWN,12,PERSONAL,D,15000,10.43,0,0.46,N,20
54,37055,MORTGAGE,0,VENTURE,D,3000,11.98,0,0.08,N,12
64,35435,OWN,6,PERSONAL,C,25000,15.12,0,0.71,N,28
55,41219,OTHER,7,HOMEIMPROVEMENT,B,2000,6.94,0,0.05,N,9
42,85256,RENT,2,PERSONAL,A,30000,9.36,0,0.35,Y,6
64,46303,OWN,4,DEBTCONSOLIDATION,B,35000,13.12,0,0.76,N,21
44,74592,MORTGAGE,5,DEBTCONSOLIDATION,D,7500,10.05,0,0.1,N,10
37,30199,OWN,13,EDUCATION,F,35000,20.86,1,1.16,N,16
30,40463,MORTGAGE,15,EDUCATION,C,25000,11.9,0,0.62,N,22
50,78984,MORTGAGE,8,VENTURE,B,35000,18.92,1,0.44,N,29
43,32767,MORTGAGE,5,MEDICAL,C,20000,19.34,0,0.61,N,15
52,81313,RENT,3,VENTURE,C,5000,18.38,0,0.06,N,5
37,35803,OWN,15,EDUCATION,D,30000,5.75,1,0.84,N,25
37,41738,RENT,15,PERSONAL,D,5000,20.16,0,0.12,Y,25
34,112993,RENT,15,EDUCATION,D,5000,7.06,0,0.04,Y,9
29,39422,RENT,11,MEDICAL,D,7500,5.55,0,0.19,N,21
60,52715,RENT,4,EDUCATION,C,7500,11.63,0,0.14,Y,18
22,66717,RENT,12,HOMEIMPROVEMENT,F,15000,8.11,0,0.22,N,3
45,54899,RENT,5,PERSONAL,D,25000,7.95,0,0.46,N,21
59,55688,MORTGAGE,4,HOMEIMPROVEMENT,C,35000,9.61,0,0.63,N,17
29,47654,MORTGAGE,10,HOMEIMPROVEMENT,C,2000,8.97,0,0.04,Y,11
42,25562,RENT,0,HOMEIMPROVEMENT,E,35000,15.96,1,1.37,N,3
63,58345,RENT,0,PERSONAL,C,35000,7.99,0,0.6,N,12
24,33988,OWN,5,DEBTCONSOLIDATION,C,2000,13.69,0,0.06,N,11
46,72249,RENT,5,EDUCATION,B,10000,20.78,0,0.14,N,20
49,97346,RENT,15,EDUCATION,E,30000,11.92,0,0.31,N,26
54,19875,RENT,1,DEBTCONSOLIDATION,C,20000,15.27,1,1.01,N,26
43,97431,RENT,1,EDUCATION,C,25000,20.51,0,0.26,Y,15
57,39913,MORTGAGE,1,HOMEIMPROVEMENT,E,25000,7.2,1,0.63,N,12
31,45914,RENT,0,VENTURE,F,15000,11.7,0,0.33,N,10
26,31064,MORTGAGE,0,PERSONAL,E,1000,18.6,0,0.03,N,8
38,53864,RENT,9,EDUCATION,A,20000,19.92,0,0.37,N,16
41,50686,MORTGAGE,5,DEBTCONSOLIDATION,C,1000,14.62,0,0.02,N,21
62,83990,MORTGAGE,10,VENTURE,B,20000,7.29,0,0.24,N,18
56,33836,RENT,15,DEBTCONSOLIDATION,B,30000,19.42,0,0.89,N,4
61,112465,RENT,9,PERSONAL,E,20000,7.79,0,0.18,N,16
58,68347,RENT,0,EDUCATION,E,35000,10.65,1,0.51,N,15
54,51301,MORTGAGE,1,MEDICAL,C,10000,11.01,0,0.19,N,9
37,44784,RENT,14,MEDICAL,A,25000,12.16,0,0.56,N,5
57,42054,MORTGAGE,6,EDUCATION,A,20000,17.64,0,0.48,N,27
45,43448,RENT,12,EDUCATION,C,35000,17.83,0,0.81,N,11
58,53327,RENT,13,MEDICAL,A,25000,16.51,1,0.47,N,3
32,44156,RENT,15,DEBTCONSOLIDATION,C,3000,5.35,0,0.07,N,15
43,35586,RENT,15,VENTURE,C,35000,14.04,0,0.98,N,9
62,53488,RENT,7,MEDICAL,E,20000,16.96,1,0.37,Y,24
42,32268,RENT,4,VENTURE,B,2000,12.11,0,0.06,Y,28
41,57597,MORTGAGE,15,VENTURE,B,20000,20.12,0,0.35,N,11
47,43847,RENT,7,PERSONAL,E,30000,18.18,1,0.68,N,26
51,69450,MORTGAGE,0,PERSONAL,C,15000,15.21,0,0.22,N,19
26,80381,MORTGAGE,8,MEDICAL,A,10000,6.0,0,0.12,N,16
47,80365,MORTGAGE,7,EDUCATION,A,30000,15.44,1,0.37,N,6
60,57471,OWN,15,PERSONAL,E,25000,19.59,1,0.44,N,23
54,60926,RENT,9,MEDICAL,D,15000,11.07,0,0.25,N,14
32,41715,RENT,4,VENTURE,E,3000,18.41,0,0.07,N,19
27,68790,MORTGAGE,15,DEBTCONSOLIDATION,A,5000,10.01,0,0.07,N,3
30,72783,MORTGAGE,12,MEDICAL,D,25000,14.12,0,0.34,N,14
37,22389,MORTGAGE,8,VENTURE,D,30000,15.37,1,1.34,N,15
46,59229,RENT,3,DEBTCONSOLIDATION,B,7500,15.85,0,0.13,N,11
41,97155,MORTGAGE,4,MEDICAL,F,10000,19.12,0,0.1,N,5
48,41021,OWN,9,HOMEIMPROVEMENT,C,2000,8.75,0,0.05,N,16
22,36780,RENT,0,EDUCATION,E,25000,9.2,1,0.68,N,9
63,39738,OWN,3,HOMEIMPROVEMENT,E,1000,16.26,0,0.03,N,16
21,23099,RENT,10,EDUCATION,B,1000,7.84,0,0.04,Y,15
56,52208,RENT,6,MEDICAL,C,1000,12.43,0,0.02,N,28
46,49760,RENT,5,VENTURE,C,20000,5.32,1,0.4,Y,22
49,54095,MORTGAGE,2,HOMEIMPROVEMENT,D,10000,7.26,0,0.18,N,10
41,60354,MORTGAGE,5,MEDICAL,C,7500,15.86,0,0.12,Y,21
31,32892,MORTGAGE,11,DEBTCONSOLIDATION,D,35000,16.96,1,1.06,N,4
60,56195,MORTGAGE,3,DEBTCONSOLIDATION,A,5000,6.85,0,0.09,N,27
31,61181,RENT,0,EDUCATION,D,10000,8.64,0,0.16,N,16
56,38399,RENT,9,PERSONAL,B,35000,6.58,0,0.91,N,25
59,60479,RENT,15,PERSONAL,B,10000,11.93,0,0.17,N,18
60,51039,OTHER,8,MEDICAL,E,15000,7.02,0,0.29,N,26
55,35753,RENT,1,DEBTCONSOLIDATION,A,2000,12.0,0,0.06,N,17
54,56466,OWN,4,HOMEIMPROVEMENT,B,25000,16.71,1,0.44,N,5
44,42389,RENT,14,DEBTCONSOLIDATION,B,10000,15.93,0,0.24,N,12
42,69461,RENT,3,HOMEIMPROVEMENT,C,30000,9.49,0,0.43,N,26
25,43495,RENT,8,EDUCATION,B,5000,15.78,0,0.11,N,9
53,25722,RENT,5,EDUCATION,D,10000,19.84,1,0.39,N,4
56,56021,OWN,2,HOMEIMPROVEMENT,D,25000,10.56,1,0.45,N,20
40,54978,MORTGAGE,12,HOMEIMPROVEMENT,B,35000,10.27,0,0.64,N,15
39,28550,OWN,10,EDUCATION,C,2000,14.14,1,0.07,N,10
55,71343,OWN,9,MEDICAL,B,30000,8.93,0,0.42,N,4
63,69501,MORTGAGE,3,DEBTCONSOLIDATION,D,7500,15.43,1,0.11,N,5
37,31729,MORTGAGE,1,EDUCATION,B,15000,18.32,0,0.47,N,26
63,35248,MORTGAGE,7,MEDICAL,A,7500,12.35,0,0.21,N,29
54,45660,MORTGAGE,7,VENTURE,A,20000,15.87,1,0.44,Y,5
29,33542,RENT,2,HOMEIMPROVEMENT,B,10000,15.43,1,0.3,Y,12
46,67521,RENT,0,DEBTCONSOLIDATION,D,7500,5.62,0,0.11,N,20
22,52811,MORTGAGE,1,DEBTCONSOLIDATION,A,1000,7.93,0,0.02,Y,17
29,28373,RENT,15,MEDICAL,B,3000,19.3,0,0.11,N,24
29,32492,MORTGAGE,11,VENTURE,B,35000,20.02,1,1.08,N,23
60,88774,OWN,15,EDUCATION,F,35000,17.49,1,0.39,N,18
37,105638,MORTGAGE,2,HOMEIMPROVEMENT,D,25000,19.74,1,0.24,Y,11
21,64174,MORTGAGE,15,PERSONAL,B,7500,9.9,0,0.12,Y,25
45,44106,RENT,1,VENTURE,B,10000,8.96,0,0.23,N,18
63,39340,MORTGAGE,6,DEBTCONSOLIDATION,E,25000,11.15,1,0.64,N,17
60,64527,RENT,12,EDUCATION,B,35000,5.89,0,0.54,N,21
62,50917,OWN,4,HOMEIMPROVEMENT,F,10000,17.96,0,0.2,N,23
45,21915,OTHER,5,MEDICAL,B,30000,20.75,1,1.37,N,7
59,82119,OWN,1,MEDICAL,A,35000,18.18,1,0.43,N,8
55,96076,RENT,1,EDUCATION,D,30000,13.88,1,0.31,N,15
23,70871,RENT,8,DEBTCONSOLIDATION,C,5000,9.72,0,0.07,N,12
57,28401,OWN,9,DEBTCONSOLIDATION,F,1000,8.16,0,0.04,N,13
64,35652,OWN,11,EDUCATION,E,15000,10.83,1,0.42,Y,15
64,19363,OWN,7,EDUCATION,C,15000,15.67,1,0.77,N,6
50,108882,MORTGAGE,8,HOMEIMPROVEMENT,D,5000,12.15,0,0.05,N,6
58,41012,MORTGAGE,0,EDUCATION,E,7500,19.94,0,0.18,Y,21
54,157415,RENT,2,VENTURE,C,25000,18.67,0,0.16,N,23
32,130302,OWN,15,VENTURE,B,15000,6.64,0,0.12,N,24
39,31203,MORTGAGE,0,DEBTCONSOLIDATION,B,7500,7.1,0,0.24,N,27
57,34401,RENT,9,VENTURE,B,20000,15.82,1,0.58,N,16
64,61888,RENT,2,PERSONAL,E,20000,8.69,0,0.32,N,27
37,20388,MORTGAGE,10,HOMEIMPROVEMENT,B,25000,17.66,1,1.23,N,2
30,39374,MORTGAGE,9,MEDICAL,B,3000,14.46,0,0.08,N,26
32,37455,RENT,3,MEDICAL,E,25000,8.68,1,0.67,N,25
36,123696,RENT,3,EDUCATION,A,20000,12.66,0,0.16,Y,24
44,53130,RENT,9,HOMEIMPROVEMENT,C,2000,11.5,0,0.04,N,10
39,42515,RENT,5,VENTURE,E,25000,18.97,1,0.59,N,4
28,35748,OWN,2,EDUCATION,C,10000,5.51,0,0.28,Y,27
51,76651,MORTGAGE,10,VENTURE,B,7500,19.33,0,0.1,N,5
41,38240,MORTGAGE,2,PERSONAL,C,10000,15.43,0,0.26,N,17
37,47803,MORTGAGE,13,HOMEIMPROVEMENT,D,10000,16.8,0,0.21,N,8
43,35612,RENT,6,MEDICAL,C,7500,5.04,0,0.21,N,23
57,22953,MORTGAGE,1,DEBTCONSOLIDATION,A,30000,15.05,1,1.31,N,15
36,29791,OWN,9,VENTURE,A,3000,14.42,0,0.1,N,17
26,38139,MORTGAGE,6,EDUCATION,D,35000,13.6,1,0.92,Y,19
28,42974,RENT,3,HOMEIMPROVEMENT,B,15000,17.57,0,0.35,N,17
45,43927,MORTGAGE,5,EDUCATION,D,5000,13.89,0,0.11,N,17
38,46889,OWN,3,VENTURE,D,3000,18.71,0,0.06,N,3
45,38393,RENT,3,DEBTCONSOLIDATION,C,20000,8.72,0,0.52,N,11
32,96236,RENT,2,VENTURE,E,20000,17.9,1,0.21,N,8
35,78746,OWN,4,EDUCATION,A,2000,7.87,0,0.03,Y,26
46,45818,OWN,3,HOMEIMPROVEMENT,B,5000,18.01,0,0.11,N,28
61,55666,MORTGAGE,9,MEDICAL,D,25000,20.05,1,0.45,Y,16
46,40698,RENT,9,VENTURE,A,1000,10.37,0,0.02,N,29
52,11828,RENT,6,DEBTCONSOLIDATION,D,30000,13.48,1,2.54,Y,10
30,49525,MORTGAGE,11,HOMEIMPROVEMENT,F,20000,15.53,1,0.4,N,8
36,57114,OWN,13,VENTURE,E,10000,6.27,0,0.18,Y,28
27,21887,RENT,7,MEDICAL,C,10000,12.91,0,0.46,N,25
37,62925,RENT,8,DEBTCONSOLIDATION,E,1000,10.77,0,0.02,N,17
43,42604,OWN,3,EDUCATION,A,30000,18.96,0,0.7,N,27
46,58044,RENT,15,EDUCATION,C,3000,19.03,1,0.05,Y,4
41,43252,MORTGAGE,0,HOMEIMPROVEMENT,C,7500,16.21,0,0.17,N,18
42,91626,RENT,4,VENTURE,B,15000,15.49,0,0.16,N,24
27,54891,OWN,10,EDUCATION,A,5000,16.74,0,0.09,N,9
34,80919,OTHER,1,VENTURE,E,15000,10.86,0,0.19,N,3
